sales_agent,account,deal_stage,engage_date,close_date,close_value,sector,year_established,revenue,employees,office_location,close_value_per_employee,close_value_per_revenue
Kary Hendrixson,Funholding,Engaging,2017-03-29,,0.0,finance,1991.0,2819.5,7227.0,United States,0.0,0.0
Kary Hendrixson,Konex,Lost,2017-03-29,2017-05-20,0.0,technolgy,1980.0,7708.38,13756.0,United States,0.0,0.0
Kary Hendrixson,Hottechi,Won,2017-03-29,2017-06-28,424.0,technolgy,1997.0,8170.38,16499.0,Korea,0.025698527183465665,0.05189477111223713
Marty Freudenburg,Konmatfix,Won,2017-03-29,2017-06-02,490.0,marketing,1985.0,375.43,1190.0,United States,0.4117647058823529,1.3051700716511734
Maureen Marcano,Konex,Lost,2017-03-29,2017-04-04,0.0,technolgy,1980.0,7708.38,13756.0,United States,0.0,0.0
Maureen Marcano,Green-Plus,Won,2017-03-29,2017-04-07,48.0,services,2003.0,692.19,1922.0,United States,0.02497398543184183,0.06934512200407401
Moses Frase,Hottechi,Won,2017-03-29,2017-05-26,3982.0,technolgy,1997.0,8170.38,16499.0,Korea,0.2413479604824535,0.4873702324738874
Rosalina Dieter,Finjob,Lost,2017-03-29,2017-06-11,0.0,employment,1988.0,2059.9,3644.0,United States,0.0,0.0
Vicki Laflamme,Sonron,Lost,2017-03-29,2017-04-06,0.0,telecommunications,1999.0,1699.85,5108.0,United States,0.0,0.0
Vicki Laflamme,Goodsilron,Won,2017-03-29,2017-04-09,1176.0,marketing,2000.0,2952.73,5107.0,United States,0.230272175445467,0.39827549420366914
Wilburn Farren,Betasoloin,Lost,2017-03-29,2017-04-10,0.0,medical,1999.0,251.41,495.0,United States,0.0,0.0
Wilburn Farren,Kinnamplus,Won,2017-03-29,2017-04-04,589.0,retail,2004.0,702.72,1831.0,United States,0.3216821409066084,0.8381716757741348
Zane Levy,Singletechno,Lost,2017-03-29,2017-05-16,0.0,retail,1996.0,2214.94,5374.0,United States,0.0,0.0
Boris Faz,Vehement Capital Partners,Lost,2017-03-30,2017-04-01,0.0,finance,1993.0,646.1,883.0,United States,0.0,0.0
Boris Faz,Xx-zobam,Lost,2017-03-30,2017-04-07,0.0,entertainment,1989.0,3838.39,8274.0,United States,0.0,0.0
Cassey Cress,The New York Inquirer,Won,2017-03-30,2017-04-06,4276.0,medical,1996.0,439.21,792.0,United States,5.398989898989899,9.735661756335238
Cassey Cress,Silis,Won,2017-03-30,2017-04-07,3390.0,medical,1994.0,2818.38,6290.0,United States,0.5389507154213037,1.2028186404956038
Cecily Lampkin,Bioholding,Lost,2017-03-30,2017-04-11,0.0,medical,2012.0,587.34,1356.0,Philipines,0.0,0.0
Cecily Lampkin,dambase,Lost,2017-03-30,2017-04-09,0.0,marketing,1995.0,2173.98,2928.0,United States,0.0,0.0
Cecily Lampkin,Dontechi,Won,2017-03-30,2017-05-19,541.0,software,1982.0,4618.0,10083.0,United States,0.053654666269959336,0.11715028150714595
Corliss Cosme,Ganjaflex,Won,2017-03-30,2017-06-26,5189.0,retail,1995.0,5158.71,17479.0,Japan,0.29687053035070654,1.0058716229444957
Daniell Hammack,Ganjaflex,Lost,2017-03-30,2017-04-07,0.0,retail,1995.0,5158.71,17479.0,Japan,0.0,0.0
Daniell Hammack,Xx-zobam,Won,2017-03-30,2017-06-23,6920.0,entertainment,1989.0,3838.39,8274.0,United States,0.8363548465071308,1.8028392112317926
Darcel Schlecht,Condax,Lost,2017-03-30,2017-04-01,0.0,medical,2017.0,4.54,9.0,United States,0.0,0.0
Darcel Schlecht,Isdom,Lost,2017-03-30,2017-04-07,0.0,medical,2002.0,3178.24,4540.0,United States,0.0,0.0
Darcel Schlecht,Globex Corporation,Lost,2017-03-30,2017-05-17,0.0,technolgy,2000.0,1223.72,2497.0,Norway,0.0,0.0
Darcel Schlecht,Bioholding,Won,2017-03-30,2017-06-20,600.0,medical,2012.0,587.34,1356.0,Philipines,0.4424778761061947,1.0215548064153641
Donn Cantrell,Bubba Gump,Lost,2017-03-30,2017-04-11,0.0,software,2002.0,987.39,2253.0,United States,0.0,0.0
Donn Cantrell,Konex,Lost,2017-03-30,2017-04-01,0.0,technolgy,1980.0,7708.38,13756.0,United States,0.0,0.0
Donn Cantrell,Xx-zobam,Won,2017-03-30,2017-04-06,564.0,entertainment,1989.0,3838.39,8274.0,United States,0.0681653372008702,0.14693660623334262
Elease Gluck,Goodsilron,Lost,2017-03-30,2017-04-04,0.0,marketing,2000.0,2952.73,5107.0,United States,0.0,0.0
Garret Kinder,Zathunicon,Won,2017-03-30,2017-05-31,1037.0,retail,2010.0,71.12,144.0,United States,7.201388888888889,14.580989876265466
Kami Bicknell,Hottechi,Won,2017-03-30,2017-04-01,500.0,technolgy,1997.0,8170.38,16499.0,Korea,0.03030486696163404,0.061196664047449445
Lajuana Vencill,Hottechi,Won,2017-03-30,2017-04-07,5728.0,technolgy,1997.0,8170.38,16499.0,Korea,0.34717255591247953,0.7010689833275808
Markita Hansen,Kan-code,Lost,2017-03-30,2017-04-09,0.0,software,1982.0,11698.03,34288.0,United States,0.0,0.0
Marty Freudenburg,Statholdings,Lost,2017-03-30,2017-04-06,0.0,employment,1997.0,291.27,586.0,United States,0.0,0.0
Moses Frase,Scottech,Lost,2017-03-30,2017-04-11,0.0,marketing,2012.0,45.39,100.0,United States,0.0,0.0
Moses Frase,Finhigh,Won,2017-03-30,2017-05-20,54.0,finance,2006.0,1102.43,1759.0,United States,0.030699260943718023,0.04898270184955054
Rosalina Dieter,Xx-holding,Won,2017-03-30,2017-06-19,501.0,finance,1993.0,7537.24,20293.0,United States,0.024688316168136794,0.06646995451916086
Rosie Papadopoulos,Finjob,Engaging,2017-03-30,,0.0,employment,1988.0,2059.9,3644.0,United States,0.0,0.0
Rosie Papadopoulos,Umbrella Corporation,Won,2017-03-30,2017-04-08,6155.0,finance,1998.0,2022.14,5113.0,United States,1.203794249951105,3.043805077788877
Rosie Papadopoulos,Zathunicon,Won,2017-03-30,2017-04-08,4668.0,retail,2010.0,71.12,144.0,United States,32.416666666666664,65.6355455568054
Versie Hillebrand,Zumgoity,Won,2017-03-30,2017-06-09,5017.0,medical,1984.0,441.08,1210.0,United States,4.146280991735537,11.374353858710439
Versie Hillebrand,Ron-tech,Won,2017-03-30,2017-04-08,59.0,medical,1992.0,3922.42,6837.0,United States,0.008629515869533422,0.015041734439453194
Vicki Laflamme,Fasehatice,Lost,2017-03-30,2017-04-08,0.0,retail,1990.0,4968.91,7523.0,United States,0.0,0.0
Vicki Laflamme,Plexzap,Won,2017-03-30,2017-04-06,3316.0,retail,2001.0,2437.85,4874.0,United States,0.6803446860894542,1.360214943495293
Zane Levy,Zumgoity,Engaging,2017-03-30,,0.0,medical,1984.0,441.08,1210.0,United States,0.0,0.0
Zane Levy,Plexzap,Won,2017-03-30,2017-04-10,6227.0,retail,2001.0,2437.85,4874.0,United States,1.277595404185474,2.554299895399635
Anna Snelling,Treequote,Lost,2017-03-31,2017-04-07,0.0,telecommunications,1988.0,5266.09,8595.0,United States,0.0,0.0
Anna Snelling,Condax,Won,2017-03-31,2017-06-15,58.0,medical,2017.0,4.54,9.0,United States,6.444444444444445,12.775330396475772
Anna Snelling,dambase,Won,2017-03-31,2017-04-08,3626.0,marketing,1995.0,2173.98,2928.0,United States,1.2383879781420766,1.6679086284142448
Boris Faz,Vehement Capital Partners,Won,2017-03-31,2017-04-01,2819.0,finance,1993.0,646.1,883.0,United States,3.1925254813137034,4.363101687045349
Cassey Cress,Cancity,Engaging,2017-03-31,,0.0,retail,2001.0,718.62,2448.0,United States,0.0,0.0
Cassey Cress,Xx-zobam,Lost,2017-03-31,2017-04-01,0.0,entertainment,1989.0,3838.39,8274.0,United States,0.0,0.0
Cassey Cress,Zencorporation,Lost,2017-03-31,2017-04-07,0.0,technolgy,2011.0,40.79,142.0,China,0.0,0.0
Corliss Cosme,Green-Plus,Engaging,2017-03-31,,0.0,services,2003.0,692.19,1922.0,United States,0.0,0.0
Elease Gluck,Inity,Engaging,2017-03-31,,0.0,marketing,1986.0,2403.58,8801.0,United States,0.0,0.0
Gladys Colclough,Globex Corporation,Lost,2017-03-31,2017-04-02,0.0,technolgy,2000.0,1223.72,2497.0,Norway,0.0,0.0
Hayden Neloms,Fasehatice,Won,2017-03-31,2017-04-09,901.0,retail,1990.0,4968.91,7523.0,United States,0.11976605077761532,0.18132749435993006
Hayden Neloms,Doncon,Won,2017-03-31,2017-06-04,3438.0,technolgy,2010.0,587.72,1501.0,United States,2.290473017988008,5.849724358538079
James Ascencio,Faxquote,Won,2017-03-31,2017-04-08,589.0,telecommunications,1995.0,1825.82,5595.0,United States,0.10527256478999106,0.3225947793320262
Kami Bicknell,Plusstrip,Lost,2017-03-31,2017-06-20,0.0,entertainment,2002.0,349.81,315.0,United States,0.0,0.0
Kami Bicknell,Sunnamplex,Won,2017-03-31,2017-04-01,5073.0,marketing,2008.0,894.37,1593.0,Poland,3.184557438794727,5.672149110547089
Kary Hendrixson,Hottechi,Lost,2017-03-31,2017-04-01,0.0,technolgy,1997.0,8170.38,16499.0,Korea,0.0,0.0
Kary Hendrixson,Konex,Won,2017-03-31,2017-04-02,609.0,technolgy,1980.0,7708.38,13756.0,United States,0.04427159057865659,0.07900492710530617
Kary Hendrixson,Goodsilron,Won,2017-03-31,2017-04-01,55.0,marketing,2000.0,2952.73,5107.0,United States,0.010769532014881535,0.018626830086055954
Markita Hansen,Fasehatice,Lost,2017-03-31,2017-04-12,0.0,retail,1990.0,4968.91,7523.0,United States,0.0,0.0
Maureen Marcano,Green-Plus,Lost,2017-03-31,2017-04-12,0.0,services,2003.0,692.19,1922.0,United States,0.0,0.0
Maureen Marcano,Condax,Won,2017-03-31,2017-04-10,5637.0,medical,2017.0,4.54,9.0,United States,626.3333333333334,1241.6299559471365
Maureen Marcano,Plexzap,Won,2017-03-31,2017-04-11,5793.0,retail,2001.0,2437.85,4874.0,United States,1.1885514977431269,2.3762741760157517
Reed Clapper,Massive Dynamic,Lost,2017-03-31,2017-04-12,0.0,entertainment,1989.0,665.06,1095.0,United States,0.0,0.0
Rosalina Dieter,J-Texon,Lost,2017-03-31,2017-04-05,0.0,retail,1989.0,1388.67,3583.0,United States,0.0,0.0
Rosalina Dieter,Dalttechnology,Lost,2017-03-31,2017-05-30,0.0,software,2013.0,98.79,96.0,United States,0.0,0.0
Rosalina Dieter,Hottechi,Won,2017-03-31,2017-04-07,520.0,technolgy,1997.0,8170.38,16499.0,Korea,0.0315170616400994,0.06364453060934742
Rosalina Dieter,Finjob,Won,2017-03-31,2017-04-02,4080.0,employment,1988.0,2059.9,3644.0,United States,1.119648737650933,1.9806786737220252
Versie Hillebrand,Inity,Won,2017-03-31,2017-06-30,526.0,marketing,1986.0,2403.58,8801.0,United States,0.059765935689126234,0.21884022999026453
Versie Hillebrand,Scottech,Won,2017-03-31,2017-05-17,57.0,marketing,2012.0,45.39,100.0,United States,0.57,1.255783212161269
Vicki Laflamme,Xx-holding,Lost,2017-03-31,2017-04-09,0.0,finance,1993.0,7537.24,20293.0,United States,0.0,0.0
Vicki Laflamme,Y-corporation,Won,2017-03-31,2017-06-28,54.0,employment,1983.0,2871.35,9561.0,United States,0.005647944775651083,0.01880648475455796
Vicki Laflamme,Sunnamplex,Won,2017-03-31,2017-04-12,3367.0,marketing,2008.0,894.37,1593.0,Poland,2.113622096672944,3.7646611581336584
Zane Levy,Dalttechnology,Won,2017-03-31,2017-04-06,430.0,software,2013.0,98.79,96.0,United States,4.479166666666667,4.352667274015588
Anna Snelling,Hottechi,Won,2017-04-01,2017-05-05,518.0,technolgy,1997.0,8170.38,16499.0,Korea,0.031395842172252865,0.06339974395315763
Boris Faz,Umbrella Corporation,Lost,2017-04-01,2017-04-12,0.0,finance,1998.0,2022.14,5113.0,United States,0.0,0.0
Corliss Cosme,Zotware,Lost,2017-04-01,2017-04-11,0.0,software,1979.0,4478.47,13809.0,United States,0.0,0.0
Daniell Hammack,Scotfind,Engaging,2017-04-01,,0.0,software,1996.0,6354.87,16780.0,United States,0.0,0.0
Daniell Hammack,Massive Dynamic,Lost,2017-04-01,2017-04-03,0.0,entertainment,1989.0,665.06,1095.0,United States,0.0,0.0
Darcel Schlecht,Bioholding,Won,2017-04-01,2017-04-08,5798.0,medical,2012.0,587.34,1356.0,Philipines,4.275811209439528,9.871624612660469
Darcel Schlecht,Betatech,Won,2017-04-01,2017-04-10,4685.0,medical,1986.0,647.18,1185.0,Kenya,3.9535864978902953,7.239098859668099
Darcel Schlecht,Genco Pura Olive Oil Company,Won,2017-04-01,2017-06-17,3228.0,retail,2007.0,894.33,1635.0,Italy,1.9743119266055047,3.6094059239877896
Donn Cantrell,Initech,Lost,2017-04-01,2017-04-03,0.0,telecommunications,1994.0,6395.05,20275.0,United States,0.0,0.0
Elease Gluck,Plexzap,Won,2017-04-01,2017-06-22,452.0,retail,2001.0,2437.85,4874.0,United States,0.09273697168649979,0.18540927456570339
Gladys Colclough,Condax,Lost,2017-04-01,2017-04-11,0.0,medical,2017.0,4.54,9.0,United States,0.0,0.0
Jonathan Berthelot,Dontechi,Won,2017-04-01,2017-04-08,565.0,software,1982.0,4618.0,10083.0,United States,0.056034910244966776,0.12234733650931139
Jonathan Berthelot,Warephase,Won,2017-04-01,2017-06-05,1184.0,services,1997.0,2041.73,5276.0,United States,0.22441243366186506,0.5799003786005006
Kami Bicknell,Hatfan,Won,2017-04-01,2017-06-22,1150.0,services,1982.0,792.46,1299.0,United States,0.8852963818321786,1.4511773464906745
Kary Hendrixson,Iselectrics,Engaging,2017-04-01,,0.0,technolgy,2011.0,527.11,1428.0,United States,0.0,0.0
Kary Hendrixson,Singletechno,Won,2017-04-01,2017-05-24,1110.0,retail,1996.0,2214.94,5374.0,United States,0.2065500558243394,0.5011422431307394
Lajuana Vencill,Zumgoity,Lost,2017-04-01,2017-04-10,0.0,medical,1984.0,441.08,1210.0,United States,0.0,0.0
Markita Hansen,J-Texon,Won,2017-04-01,2017-04-06,3817.0,retail,1989.0,1388.67,3583.0,United States,1.065308400781468,2.748673190894885
Marty Freudenburg,Rundofase,Lost,2017-04-01,2017-04-10,0.0,technolgy,1983.0,1008.06,1238.0,United States,0.0,0.0
Moses Frase,Bioholding,Lost,2017-04-01,2017-04-06,0.0,medical,2012.0,587.34,1356.0,Philipines,0.0,0.0
Niesha Huffines,Hottechi,Won,2017-04-01,2017-04-10,531.0,technolgy,1997.0,8170.38,16499.0,Korea,0.03218376871325535,0.0649908572183913
Reed Clapper,The New York Inquirer,Lost,2017-04-01,2017-04-04,0.0,medical,1996.0,439.21,792.0,United States,0.0,0.0
Reed Clapper,Ontomedia,Lost,2017-04-01,2017-04-02,0.0,employment,1997.0,882.12,2769.0,United States,0.0,0.0
Rosalina Dieter,Blackzim,Won,2017-04-01,2017-04-07,51.0,retail,2009.0,497.11,1588.0,United States,0.03211586901763224,0.10259298746756251
Rosie Papadopoulos,Sunnamplex,Engaging,2017-04-01,,0.0,marketing,2008.0,894.37,1593.0,Poland,0.0,0.0
Rosie Papadopoulos,Mathtouch,Won,2017-04-01,2017-05-12,5106.0,marketing,1984.0,3027.46,9516.0,Jordan,0.5365699873896596,1.6865623327806147
Versie Hillebrand,Genco Pura Olive Oil Company,Lost,2017-04-01,2017-04-13,0.0,retail,2007.0,894.33,1635.0,Italy,0.0,0.0
Versie Hillebrand,Stanredtax,Won,2017-04-01,2017-04-02,60.0,finance,1987.0,1698.2,3798.0,United States,0.01579778830963665,0.03533152749970557
Vicki Laflamme,Kinnamplus,Engaging,2017-04-01,,0.0,retail,2004.0,702.72,1831.0,United States,0.0,0.0
Vicki Laflamme,Y-corporation,Lost,2017-04-01,2017-04-09,0.0,employment,1983.0,2871.35,9561.0,United States,0.0,0.0
Wilburn Farren,Zotware,Lost,2017-04-01,2017-04-09,0.0,software,1979.0,4478.47,13809.0,United States,0.0,0.0
Zane Levy,Hottechi,Lost,2017-04-01,2017-04-02,0.0,technolgy,1997.0,8170.38,16499.0,Korea,0.0,0.0
Zane Levy,Hatfan,Won,2017-04-01,2017-06-29,5079.0,services,1982.0,792.46,1299.0,United States,3.9099307159353347,6.409156298109684
Anna Snelling,Streethex,Won,2017-04-02,2017-06-20,460.0,retail,1988.0,1376.8,1165.0,Belgium,0.3948497854077253,0.33410807669959325
Boris Faz,Iselectrics,Lost,2017-04-02,2017-06-24,0.0,technolgy,2011.0,527.11,1428.0,United States,0.0,0.0
Cecily Lampkin,Domzoom,Won,2017-04-02,2017-04-10,3343.0,entertainment,1998.0,217.87,551.0,United States,6.067150635208711,15.344012484509111
Corliss Cosme,Xx-zobam,Won,2017-04-02,2017-05-28,5125.0,entertainment,1989.0,3838.39,8274.0,United States,0.6194102006284747,1.3351952250813492
Darcel Schlecht,Bioholding,Won,2017-04-02,2017-04-11,3263.0,medical,2012.0,587.34,1356.0,Philipines,2.4063421828908553,5.555555555555555
Elease Gluck,Fasehatice,Won,2017-04-02,2017-04-08,976.0,retail,1990.0,4968.91,7523.0,United States,0.12973547786787187,0.19642134794150026
Garret Kinder,Plussunin,Won,2017-04-02,2017-04-09,4746.0,retail,2003.0,1419.98,4018.0,United States,1.181184668989547,3.342300595783039
Gladys Colclough,Conecom,Lost,2017-04-02,2017-04-03,0.0,technolgy,2005.0,1520.66,1806.0,United States,0.0,0.0
Gladys Colclough,Codehow,Won,2017-04-02,2017-04-11,507.0,software,1998.0,2714.9,2641.0,United States,0.19197273759939418,0.18674720984198312
James Ascencio,Konex,Lost,2017-04-02,2017-04-14,0.0,technolgy,1980.0,7708.38,13756.0,United States,0.0,0.0
James Ascencio,Fasehatice,Won,2017-04-02,2017-04-09,5693.0,retail,1990.0,4968.91,7523.0,United States,0.7567459789977402,1.1457241125317223
Kami Bicknell,Fasehatice,Lost,2017-04-02,2017-04-14,0.0,retail,1990.0,4968.91,7523.0,United States,0.0,0.0
Kary Hendrixson,Labdrill,Lost,2017-04-02,2017-04-03,0.0,medical,1985.0,2741.37,9226.0,United States,0.0,0.0
Kary Hendrixson,Cheers,Won,2017-04-02,2017-04-10,488.0,entertainment,1993.0,4269.9,6472.0,United States,0.0754017305315204,0.11428839082882504
Kary Hendrixson,Rantouch,Won,2017-04-02,2017-05-20,605.0,telecommunications,1994.0,1188.42,3015.0,United States,0.20066334991708126,0.5090792817354134
Markita Hansen,Xx-holding,Lost,2017-04-02,2017-05-15,0.0,finance,1993.0,7537.24,20293.0,United States,0.0,0.0
Marty Freudenburg,Funholding,Won,2017-04-02,2017-04-11,949.0,finance,1991.0,2819.5,7227.0,United States,0.13131313131313133,0.33658450079801383
Maureen Marcano,Faxquote,Won,2017-04-02,2017-04-04,882.0,telecommunications,1995.0,1825.82,5595.0,United States,0.15764075067024128,0.4830706203240188
Maureen Marcano,Goodsilron,Won,2017-04-02,2017-06-22,1096.0,marketing,2000.0,2952.73,5107.0,United States,0.21460740160563932,0.37118192316940596
Reed Clapper,Donware,Lost,2017-04-02,2017-04-10,0.0,marketing,1999.0,1197.44,2570.0,United States,0.0,0.0
Reed Clapper,Donware,Won,2017-04-02,2017-08-04,572.0,marketing,1999.0,1197.44,2570.0,United States,0.222568093385214,0.47768572955638694
Rosie Papadopoulos,Bluth Company,Lost,2017-04-02,2017-04-07,0.0,technolgy,1993.0,1242.32,3027.0,United States,0.0,0.0
Rosie Papadopoulos,Kinnamplus,Won,2017-04-02,2017-04-12,3731.0,retail,2004.0,702.72,1831.0,United States,2.0376843255051886,5.309369307832422
Versie Hillebrand,Konmatfix,Lost,2017-04-02,2017-04-12,0.0,marketing,1985.0,375.43,1190.0,United States,0.0,0.0
Zane Levy,Hottechi,Won,2017-04-02,2017-06-13,1214.0,technolgy,1997.0,8170.38,16499.0,Korea,0.07358021698284745,0.14858550030720724
Zane Levy,Sunnamplex,Won,2017-04-02,2017-04-03,4444.0,marketing,2008.0,894.37,1593.0,Poland,2.7897049591964844,4.968860762324318
Anna Snelling,Rangreen,Won,2017-04-03,2017-06-27,524.0,technolgy,1987.0,2938.67,8775.0,Panama,0.059715099715099716,0.178311957450139
Cassey Cress,Bubba Gump,Won,2017-04-03,2017-05-20,997.0,software,2002.0,987.39,2253.0,United States,0.44252108300044385,1.0097327297217917
Corliss Cosme,Betasoloin,Won,2017-04-03,2017-04-10,2794.0,medical,1999.0,251.41,495.0,United States,5.644444444444445,11.113320870291556
Darcel Schlecht,Rangreen,Won,2017-04-03,2017-04-09,53.0,technolgy,1987.0,2938.67,8775.0,Panama,0.00603988603988604,0.01803536974209421
Darcel Schlecht,Globex Corporation,Won,2017-04-03,2017-04-13,3141.0,technolgy,2000.0,1223.72,2497.0,Norway,1.2579094913896676,2.5667636387408885
Donn Cantrell,Silis,Lost,2017-04-03,2017-04-15,0.0,medical,1994.0,2818.38,6290.0,United States,0.0,0.0
Donn Cantrell,Bioplex,Won,2017-04-03,2017-06-26,1109.0,medical,1991.0,326.82,1016.0,United States,1.0915354330708662,3.393305183281317
Donn Cantrell,Iselectrics,Won,2017-04-03,2017-04-14,5691.0,technolgy,2011.0,527.11,1428.0,United States,3.985294117647059,10.796607918650755
Elease Gluck,Nam-zim,Won,2017-04-03,2017-04-07,52.0,services,1987.0,405.59,1179.0,Brazil,0.04410517387616624,0.12820828915900295
Gladys Colclough,Hottechi,Lost,2017-04-03,2017-04-10,0.0,technolgy,1997.0,8170.38,16499.0,Korea,0.0,0.0
Gladys Colclough,Betatech,Won,2017-04-03,2017-04-05,532.0,medical,1986.0,647.18,1185.0,Kenya,0.4489451476793249,0.822027874779814
Gladys Colclough,Isdom,Won,2017-04-03,2017-04-04,5615.0,medical,2002.0,3178.24,4540.0,United States,1.236784140969163,1.7667010672573502
James Ascencio,Goodsilron,Lost,2017-04-03,2017-04-04,0.0,marketing,2000.0,2952.73,5107.0,United States,0.0,0.0
Kami Bicknell,Faxquote,Lost,2017-04-03,2017-05-26,0.0,telecommunications,1995.0,1825.82,5595.0,United States,0.0,0.0
Kami Bicknell,J-Texon,Won,2017-04-03,2017-04-12,565.0,retail,1989.0,1388.67,3583.0,United States,0.15768908735696344,0.4068641217855934
Lajuana Vencill,Ron-tech,Lost,2017-04-03,2017-04-11,0.0,medical,1992.0,3922.42,6837.0,United States,0.0,0.0
Markita Hansen,Green-Plus,Engaging,2017-04-03,,0.0,services,2003.0,692.19,1922.0,United States,0.0,0.0
Markita Hansen,Iselectrics,Engaging,2017-04-03,,0.0,technolgy,2011.0,527.11,1428.0,United States,0.0,0.0
Reed Clapper,Gekko & Co,Lost,2017-04-03,2017-04-05,0.0,retail,1990.0,2520.83,3502.0,United States,0.0,0.0
Reed Clapper,Yearin,Won,2017-04-03,2017-04-14,3991.0,retail,2005.0,2261.05,3851.0,United States,1.036354193715918,1.7651091307136064
Rosie Papadopoulos,Kinnamplus,Won,2017-04-03,2017-05-20,5763.0,retail,2004.0,702.72,1831.0,United States,3.1474604041507375,8.20099043715847
Versie Hillebrand,Conecom,Lost,2017-04-03,2017-04-14,0.0,technolgy,2005.0,1520.66,1806.0,United States,0.0,0.0
Vicki Laflamme,Cheers,Lost,2017-04-03,2017-04-11,0.0,entertainment,1993.0,4269.9,6472.0,United States,0.0,0.0
Vicki Laflamme,J-Texon,Won,2017-04-03,2017-04-15,456.0,retail,1989.0,1388.67,3583.0,United States,0.1272676528049121,0.3283717513880187
Wilburn Farren,Bluth Company,Lost,2017-04-03,2017-04-05,0.0,technolgy,1993.0,1242.32,3027.0,United States,0.0,0.0
